ship_postal_code,ship_country,ship_state,ship_city
412114,IN,KERALA,Chalakudy
307027,IN,MADHYA PRADESH,RATLAM
560019,IN,MAHARASHTRA,SAWANTWADI
700030,IN,KARNATAKA,BENGALURU
415311,IN,KARNATAKA,DAVANAGERE
627852,IN,KARNATAKA,Athani
574211,IN,MAHARASHTRA,AAMBY VALLEY
231210,IN,ODISHA,BHAWANIPATNA
263156,IN,ANDHRA PRADESH,CHILAKALURIPET
441614,IN,KERALA,"ALUVA, ERNAKULAM DIST"
627007,IN,MAHARASHTRA,MUMBAI
504001,IN,ANDHRA PRADESH,Parvathipuram
221713,IN,WEST BENGAL,Kolkata
403711,IN,MADHYA PRADESH,AMLA
673522,IN,KARNATAKA,BENGALURU
127021,IN,Gujarat,AHMEDABAd
248179,IN,TAMIL NADU,Coimbatore
380059,IN,MADHYA PRADESH,SEONI
721137,IN,ASSAM,GUWAHATI
171009,IN,Gujarat,AHMEDABAD
712134,IN,BIHAR,SONEPUR
314021,IN,TAMIL NADU,VELLORE
305404,IN,JHARKHAND,JAMSHEDPUR
307510,IN,MAHARASHTRA,PUNE
390012,IN,CHHATTISGARH,PALARI
625017,IN,ANDHRA PRADESH,CHITTOOR
403602,IN,TAMIL NADU,BODINAYAKANUR
506370,IN,JHARKHAND,RANCHI
209601,IN,KARNATAKA,BELAGAVI
629165,IN,ANDHRA PRADESH,RAMPACHODAVARAM
679331,IN,ASSAM,NAGAON
282002,IN,TAMIL NADU,CHENNAI
690517,IN,ASSAM,"Tezpur, Majgaon"
229405,IN,TAMIL NADU,KOLACHAL
695015,IN,MAHARASHTRA,KALYAN
531151,IN,MAHARASHTRA,VIRAR
624005,IN,KERALA,Tirur
521180,IN,UTTAR PRADESH,ANPARA
421203,IN,Gujarat,SURAT
480553,IN,TAMIL NADU,SARCARSAMAKULAM
243751,IN,WEST BENGAL,UTTARPARA KOTRUNG
144040,IN,WEST BENGAL,RAJPUR SONARPUR
614619,IN,KERALA,UDMA
562107,IN,KARNATAKA,HOSAPETE
323601,IN,JHARKHAND,RANCHI
845401,IN,HIMACHAL PRADESH,CHAMBA
852218,IN,MADHYA PRADESH,JABALPUR
682032,IN,MADHYA PRADESH,PORSA
306401,IN,PUNJAB,MOHALI
226024,IN,KERALA,CHERTHALA
560105,IN,ANDHRA PRADESH,VISAKHAPATNAM
502278,IN,PUNJAB,RAMPURA PHUL
759145,IN,MAHARASHTRA,NAGPUR
841428,IN,TELANGANA,Suryapet (town) suryapet (dist)
271604,IN,ASSAM,TEZPUR
380004,IN,UTTAR PRADESH,KANPUR
500023,IN,ANDHRA PRADESH,PAMARRU
636808,IN,UTTAR PRADESH,BAREILLY
495671,IN,RAJASTHAN,JAIPUR
673645,IN,KERALA,KUNNATHUNAD
731101,IN,JHARKHAND,BOKARO STEEL CITY
636705,IN,WEST BENGAL,BALLY
766027,IN,HARYANA,NARNAUL
733202,IN,KERALA,KALAMASSERY
388320,IN,MAHARASHTRA,MUMBAI
403508,IN,WEST BENGAL,Kolkata
632512,IN,Gujarat,VADODARA
516004,IN,UTTAR PRADESH,ALLAHABAD
600048,IN,HIMACHAL PRADESH,Kullu
461111,IN,MADHYA PRADESH,BETUL
700058,IN,TAMIL NADU,GOBICHETTIPALAYAM
831011,IN,KERALA,NEDUVA
440006,IN,UTTAR PRADESH,GHAZIPUR
492101,IN,UTTAR PRADESH,GORAKHPUR
462039,IN,ANDHRA PRADESH,ANANTAPUR
629161,IN,KERALA,ERNAKULAM
460551,IN,TAMIL NADU,CHENNAI
444606,IN,ODISHA,BERHAMPUR
700061,IN,KARNATAKA,BENGALURU
364270,IN,Gujarat,AHMEDABAD
490006,IN,Gujarat,AHMEDABAD
501218,IN,MAHARASHTRA,NAGPUR
636453,IN,TELANGANA,Hyderabad
560074,IN,UTTARAKHAND,KAUSANI
583203,IN,UTTARAKHAND,RUDRAPRAYAG
600081,IN,TAMIL NADU,CUDDALORE
631605,IN,KERALA,PUNALUR
284403,IN,TAMIL NADU,CHENNAI
110037,IN,KERALA,kanhangad
302029,IN,KERALA,Kakkanad
600074,IN,UTTAR PRADESH,GAJRAULA
132039,IN,TAMIL NADU,CHENNAI
560009,IN,HIMACHAL PRADESH,Durah
144007,IN,TELANGANA,BHADRACHALAM
332001,IN,TAMIL NADU,TIRUNELVELI
534460,IN,MAHARASHTRA,PUNE
577006,IN,KARNATAKA,CHITRADURGA
572105,IN,Mizoram,Falkawn
629703,IN,DELHI,NEW DELHI
845307,IN,MAHARASHTRA,BHUSAWAL
802302,IN,UTTAR PRADESH,RAE BARELI
305002,IN,UTTARAKHAND,DEHRADUN
451551,IN,KERALA,THIRUVANANTHAPURAM
262502,IN,HIMACHAL PRADESH,KANGRA
827001,IN,MIZORAM,SAIHA
757055,IN,TELANGANA,HYDERABAD
800013,IN,HARYANA,ROHTAK
413517,IN,KERALA,KOZHIKODE
769042,IN,SIKKIM,Jorethang
524401,IN,ASSAM,NORTH GUWAHATI
576102,IN,ANDHRA PRADESH,KURNOOL
700045,IN,MADHYA PRADESH,GUNA
690546,IN,MAHARASHTRA,MUMBAI
637408,IN,WEST BENGAL,HUTMURA
676552,IN,UTTAR PRADESH,KIRAOLI
711202,IN,UTTAR PRADESH,Azamgarh
713205,IN,KERALA,PATHANAMTHITTA
835101,IN,UTTAR PRADESH,Renukoot
585223,IN,TAMIL NADU,GUDALUR THE NILGIRIS DISTRICT
574227,IN,WEST BENGAL,JHARGRAM
172001,IN,JHARKHAND,JHUMRI TILAIYA
572102,IN,ANDHRA PRADESH,KAKINADA
400608,IN,KERALA,Mala
586103,IN,KERALA,puthanathani
110040,IN,ANDHRA PRADESH,BUCHIREDDIPALEM
173213,IN,TAMIL NADU,Maraimalainagar
623518,IN,Gujarat,VAGHODIA
680613,IN,KERALA,Kuthuparamba
570001,IN,CHHATTISGARH,RAIPUR
222001,IN,MADHYA PRADESH,Burhanpur
522324,IN,PUNJAB,SAMANA
143521,IN,TAMIL NADU,CHENNAI
121010,IN,MADHYA PRADESH,UJJAIN
208025,IN,BIHAR,BHAGALPUR
462001,IN,JAMMU & KASHMIR,JAMMU
679323,IN,UTTARAKHAND,Khatima
209312,IN,KARNATAKA,KARWAR
721301,IN,KERALA,Kottapuram po
603319,IN,ANDHRA PRADESH,NELLORE
221001,IN,MAHARASHTRA,PALGHAR( East)
403002,IN,WEST BENGAL,KOLKATA
273303,IN,UTTAR PRADESH,GHAZIABAD
846003,IN,TAMIL NADU,THIRUVARUR
608702,IN,RAJASTHAN,jodhpur
614001,IN,MAHARASHTRA,VASAI VIRAR
639113,IN,MAHARASHTRA,PIMPRI CHINCHWAD
324009,IN,ODISHA,BARIPADA
127306,IN,NAGALAND,Mokokchung
500031,IN,KARNATAKA,CHITRADURGA
752055,IN,MAHARASHTRA,Dombivli (WEST)
140401,IN,HIMACHAL PRADESH,Shoghi
620005,IN,MADHYA PRADESH,INDORE
744102,IN,ANDHRA PRADESH,Tirupati
380024,IN,GOA,PONDA
744106,IN,Gujarat,Vadodara
587104,IN,MAHARASHTRA,Talegaon Dabhade
636108,IN,WEST BENGAL,Halisahar
630502,IN,SIKKIM,RANGPO
586128,IN,ASSAM,DIBRUGARH
400702,IN,Gujarat,ADALAJ
403721,IN,TAMIL NADU,DHARMAPURI
680516,IN,TAMIL NADU,CHENNAI
305403,IN,HARYANA,TOHANA
811214,IN,RAJASTHAN,LADNUN
411026,IN,MAHARASHTRA,Navi Mumbai
786170,IN,TELANGANA,Nizamabad
737103,IN,UTTAR PRADESH,UNNAO
735209,IN,WEST BENGAL,kolkata
574117,IN,KERALA,OTTAPPALAM
400089,IN,MEGHALAYA,SHILLONG
160059,IN,ANDHRA PRADESH,Gooty
490042,IN,MADHYA PRADESH,BHOPAL
636008,IN,TELANGANA,Mancherial
505001,IN,UTTAR PRADESH,GAUTAM BUDDHA NAGAR
391101,IN,Gujarat,JAMNAGAR
801111,IN,ANDHRA PRADESH,CHITTOOR
626124,IN,TAMIL NADU,SIRKALI
228001,IN,UTTARAKHAND,BHIMTAAL
396001,IN,ANDHRA PRADESH,BADVEL
440027,IN,ANDHRA PRADESH,"Darmavaram,addanki"
847211,IN,UTTAR PRADESH,ghaziabad
515671,IN,UTTAR PRADESH,Lucknow
391243,IN,UTTAR PRADESH,BAHJOI
441701,IN,WEST BENGAL,KOLKATA
176081,IN,KERALA,PERUMBAIKAD
757047,IN,PUNJAB,KAPURTHALA
403505,IN,TELANGANA,Sangareddy
722183,IN,MAHARASHTRA,NAVI MUMBAI
781016,IN,UTTAR PRADESH,PILKHUWA
530046,IN,BIHAR,MADHUBANI
506371,IN,RAJASTHAN,JAIPUR
783369,IN,ANDHRA PRADESH,KAVALI
530035,IN,TAMIL NADU,KALLADAIKURICHI
600124,IN,ANDHRA PRADESH,NARASARAOPET
390018,IN,KERALA,Thrissur
390009,IN,Gujarat,JAMNAGAR
140306,IN,KERALA,Eranholi
563101,IN,CHHATTISGARH,"Budhuwari , Korba"
769015,IN,KARNATAKA,Bengaluru
563115,IN,WEST BENGAL,BARASAT
532421,IN,CHHATTISGARH,Tumgaon
276202,IN,ANDHRA PRADESH,Cumbum
516269,IN,MAHARASHTRA,Thane
736206,IN,DELHI,NEW DELHI
412115,IN,MAHARASHTRA,CHIMUR
683514,IN,TAMIL NADU,TIRUPATHUR DISTRICT
496223,IN,TAMIL NADU,Tenkasi
174305,IN,KARNATAKA,BENGALURU
401207,IN,Gujarat,HIMMATNAGAR
311001,IN,RAJASTHAN,DAUSA
793008,IN,MAHARASHTRA,KALAMESHWAR
210301,IN,KARNATAKA,ARSIKERE
600006,IN,WEST BENGAL,ASANSOL
670006,IN,CHANDIGARH,CHANDIGARH
508116,IN,TELANGANA,Biknoor
678007,IN,UTTARAKHAND,SITARGANJ
176202,IN,TELANGANA,"Srirama colony, Armur"
444002,IN,MAHARASHTRA,THANE
305921,IN,ASSAM,Guwahati
760010,IN,HARYANA,PANCHKULA
421505,IN,WEST BENGAL,KOLKATA
753013,IN,UTTAR PRADESH,PRAYAGRAJ
756181,IN,UTTAR PRADESH,Basti
722207,IN,ANDHRA PRADESH,GUNTUR
497001,IN,ASSAM,LUMDING
382405,IN,TAMIL NADU,MANAVALAKURICHI
440024,IN,KARNATAKA,Bengaluru
145023,IN,PUNJAB,LUDHIANA
630562,IN,KERALA,Thalassery
695581,IN,DELHI,NEW DELHI
325218,IN,KERALA,Maniyur
307501,IN,Gujarat,SHEHERA
380019,IN,KERALA,THIRUVANANTHAPURAM
305601,IN,PUDUCHERRY,PUDUCHERRY
695572,IN,ODISHA,CHAMPUA
584128,IN,PUNJAB,Qadian
753003,IN,WEST BENGAL,DURGAPUR
533345,IN,KERALA,ALAPPUZHA
688522,IN,KERALA,KATTUR
247776,IN,ODISHA,Angul
686103,IN,ANDHRA PRADESH,VISAKHAPATNAM
721601,IN,KARNATAKA,Chickballapur
638002,IN,UTTAR PRADESH,ALLAHABAD
141010,IN,ODISHA,BHUBANESWARB
231219,IN,KERALA,PERUMBAVOOR
533344,IN,MAHARASHTRA,THANE
534208,IN,TAMIL NADU,TIRUCHIRAPPALLI
560039,IN,UTTAR PRADESH,BULANDSHAHR
521126,IN,MAHARASHTRA,MUMBAI
571104,IN,RAJASTHAN,JAIPUR
301404,IN,UTTAR PRADESH,Bareilly
387001,IN,KERALA,KOCHI
624001,IN,KERALA,Kongorpilly
144021,IN,RAJASTHAN,Raipur tehsil pirawa District Jhalawar
509001,IN,KARNATAKA,MYSURU
583121,IN,ANDAMAN & NICOBAR ,Garacharma
769009,IN,RAJASTHAN,KOTA
152002,IN,MAHARASHTRA,MUMBAI
390022,IN,TELANGANA,WARANGAL
176040,IN,UTTARAKHAND,Tapovan Laxman jhula Rishikesh
700023,IN,ANDHRA PRADESH,VISAKHAPATNAM
392011,IN,UTTAR PRADESH,NANAUTA
531036,IN,UTTARAKHAND,DEHRADUN
834010,IN,UTTAR PRADESH,BAREILLY
530020,IN,KARNATAKA,Karwar
801103,IN,HARYANA,PANCHKULA
122051,IN,ANDHRA PRADESH,TADIPATRI
410221,IN,TAMIL NADU,COIMBATORE
851129,IN,KERALA,ENKAKKAD
400090,IN,MAHARASHTRA,PUNE
686532,IN,MAHARASHTRA,PIMPRI CHINCHWAD
791112,IN,RAJASTHAN,SHEOGANJ
803303,IN,KERALA,Kottapuram po
831005,IN,KARNATAKA,BENGALURU
452014,IN,KARNATAKA,BENGALURU
382213,IN,WEST BENGAL,KOLKATA
342007,IN,MAHARASHTRA,VITA
683106,IN,UTTAR PRADESH,PRAYAGRAJ
700022,IN,TAMIL NADU,Tenkasi
246401,IN,KARNATAKA,BANTVAL
443301,IN,UTTAR PRADESH,"Kalwari,Mirzapur"
680668,IN,MAHARASHTRA,"Nigdi, Pune"
770017,IN,UTTARAKHAND,NAINITAL
501511,IN,MAHARASHTRA,GONDIYA
322021,IN,TAMIL NADU,TIRUNELVELI
753010,IN,TELANGANA,ADILABAD
695523,IN,UTTAR PRADESH,CHITBARA GAON
600120,IN,GOA,VASCO DA GAMA
609605,IN,KERALA,THIKKODY
160065,IN,HARYANA,BHIWANI
244927,IN,UTTARAKHAND,MUSSOORIE
700073,IN,Gujarat,AHMEDABAD
686540,IN,WEST BENGAL,Mecheda
110093,IN,HIMACHAL PRADESH,SHIMLA
625205,IN,WEST BENGAL,Boinchi
221106,IN,KARNATAKA,BENGALURU
530041,IN,KERALA,Ernakulam
282009,IN,KARNATAKA,BENGALURU
600112,IN,RAJASTHAN,Aspur
795008,IN,RAJASTHAN,KEKRI
522415,IN,RAJASTHAN,ABU ROAD
606604,IN,WEST BENGAL,NEW TOWN
231216,IN,Gujarat,Vadodara
400062,IN,TAMIL NADU,Madurai
307029,IN,MANIPUR,Leimakhong
392130,IN,UTTAR PRADESH,KIRATPUR
471606,IN,GOA,MARGAO
394510,IN,MAHARASHTRA,Trombay
533201,IN,TELANGANA,WARANGAL
571201,IN,TELANGANA,HYDERABAD
387002,IN,UTTAR PRADESH,FATEHGARH
208012,IN,TAMIL NADU,KANNIYAKUMARI DISTRICT
532168,IN,KERALA,MALAPPURAM
241001,IN,UTTAR PRADESH,AGRA
402106,IN,KERALA,ALAPPUZHA harippad
125102,IN,UTTAR PRADESH,RAE BARELI
689103,IN,KERALA,THIRUVANANTHAPURAM
632002,IN,ANDHRA PRADESH,VISAKHAPATNAM
520008,IN,TAMIL NADU,DINDIGUL
143528,IN,UTTARAKHAND,DEHRADUN
335805,IN,WEST BENGAL,NEW TOWN
605006,IN,KARNATAKA,Mysore
604306,IN,ANDHRA PRADESH,Kanchikacharla
743331,IN,MAHARASHTRA,Dombivli
493332,IN,MADHYA PRADESH,JAMAI
360004,IN,MAHARASHTRA,MUMBAI
140113,IN,KERALA,Haripad
344022,IN,UTTAR PRADESH,BABRALA
695030,IN,PUNJAB,NAKODAR
600052,IN,TAMIL NADU,KEELAMANJAKUDI
574221,IN,KARNATAKA,BENGALURU
639002,IN,RAJASTHAN,Keshorai patan district bundi
282010,IN,BIHAR,MOTIHARI
580009,IN,KERALA,NORTH PAROOR
490025,IN,BIHAR,SUPAUL
144628,IN,KERALA,ERNAKULAM
673613,IN,RAJASTHAN,PALI
497119,IN,UTTAR PRADESH,LUCKNOW
534001,IN,KARNATAKA,BANGALORE
121101,IN,TELANGANA,GAJWEL
533249,IN,DELHI,NEW DELHI
224001,IN,ODISHA,ANGUL
501203,IN,BIHAR,GOPALGANJ
561203,IN,UTTAR PRADESH,UTRAULA
768225,IN,Gujarat,AHMEDABAD
422206,IN,UTTAR PRADESH,Renukoot
570026,IN,TELANGANA,HYDERABAD
416606,IN,TAMIL NADU,DHARMAPURI
610105,IN,CHHATTISGARH,CHAMPA
683512,IN,KERALA,KIZHUPARAMBA
782460,IN,WEST BENGAL,SURI
422004,IN,TAMIL NADU,DHARMAPURI
583103,IN,TELANGANA,WARANGAL
754215,IN,ODISHA,LANJIGARH
382443,IN,WEST BENGAL,Islampur
736159,IN,Gujarat,ANAND
494001,IN,GOA,Bardez
793021,IN,PUNJAB,Bhisiana
686609,IN,TAMIL NADU,TIMIRI
244102,IN,ANDHRA PRADESH,Kadapa
700126,IN,TAMIL NADU,CHENNAI
754200,IN,MADHYA PRADESH,Itarsi
636010,IN,KARNATAKA,Bengaluru
848160,IN,WEST BENGAL,KOLKATA
711316,IN,JHARKHAND,JAMSHEDPUR
831003,IN,KARNATAKA,BENGALURU
517129,IN,KARNATAKA,BENGALURU
175018,IN,MAHARASHTRA,NAGPUR
641652,IN,MAHARASHTRA,KALYAN
679330,IN,CHHATTISGARH,NEW RAIPUR
673601,IN,MADHYA PRADESH,BHOPAL
600058,IN,TAMIL NADU,"Maniyankuzhi, Kanyakumari"
177033,IN,MADHYA PRADESH,AMLA
612601,IN,KARNATAKA,BENGALURU
110001,IN,MAHARASHTRA,AMRAVATI
600029,IN,MAHARASHTRA,KALYAN
734214,IN,HARYANA,Gurugram
741201,IN,WEST BENGAL,KOLKATA
395017,IN,Gujarat,PALITANA
132101,IN,CHHATTISGARH,BHILAI
531113,IN,TELANGANA,Hyderabad
396170,IN,TAMIL NADU,MECHERI
607801,IN,KARNATAKA,BENGALURU
389172,IN,KARNATAKA,HOSAPETE
504302,IN,TAMIL NADU,CHENNAI
700129,IN,TAMIL NADU,KANCHIPURAM
600107,IN,UTTAR PRADESH,LALITPUR
522006,IN,DELHI,NEW DELHI
246762,IN,RAJASTHAN,JAIPUR
333031,IN,TAMIL NADU,CHENNAI
501505,IN,HARYANA,ASSANDH
250619,IN,KARNATAKA,BENGALURU
580032,IN,PUNJAB,JALANDHAR
635803,IN,RAJASTHAN,SIKAR
180003,IN,ANDHRA PRADESH,CHINTALAPUDI
521165,IN,KARNATAKA,BENGALURU
636141,IN,KARNATAKA,DAVANAGERE
230129,IN,KARNATAKA,TUMAKURU
362001,IN,TAMIL NADU,KOTTARAM
440022,IN,BIHAR,SIKTA
731303,IN,BIHAR,ARRAH
530014,IN,RAJASTHAN,AJMER
391150,IN,MADHYA PRADESH,BARWANI
274203,IN,UTTARAKHAND,PITHORAGARH
571602,IN,JHARKHAND,BOKARO STEEL CITY
110006,IN,ODISHA,RASAGOBINDAPUR
782136,IN,BIHAR,PATNA
600057,IN,MAHARASHTRA,Digras
783130,IN,ODISHA,ROURKELA
175124,IN,ANDHRA PRADESH,APIIC TADA
382115,IN,KARNATAKA,UDUPI
147201,IN,WEST BENGAL,Kolkata
591313,IN,KERALA,Kulasekharapuram p.o kerla
686537,IN,TAMIL NADU,RASIPURAM
416702,IN,KERALA,Valanchery
403515,IN,ANDHRA PRADESH,"Atmakur(man),nellore(dist)."
831006,IN,UTTAR PRADESH,"Kalwari,Mirzapur"
413709,IN,WEST BENGAL,Belur
822101,IN,WEST BENGAL,DURGAPUR
679503,IN,JHARKHAND,Ranchi
673307,IN,KARNATAKA,SHAHPUR
673572,IN,KARNATAKA,MUDBIDRI
458001,IN,KARNATAKA,BENGALURU
474020,IN,MAHARASHTRA,VIRAR
770020,IN,HIMACHAL PRADESH,RAMPUR
562157,IN,KARNATAKA,Tumkur
209745,IN,MAHARASHTRA,PUNE
396427,IN,KERALA,TRIVANDRUM
474006,IN,MAHARASHTRA,THANE
734005,IN,KARNATAKA,VIJAPURA
380022,IN,DELHI,NEW DELHI
786008,IN,HIMACHAL PRADESH,SOLAN
622003,IN,TAMIL NADU,RAMANATHAPURAM
521175,IN,KERALA,MANALUR
673637,IN,UTTAR PRADESH,NOIDA
504103,IN,ANDHRA PRADESH,GUDIVADA KRISHNA DISTRICT
425001,IN,KARNATAKA,MYSURU
144030,IN,UTTAR PRADESH,JAUNPUR
160023,IN,MAHARASHTRA,Nasik
824231,IN,ANDHRA PRADESH,GUNTUR
444705,IN,PUNJAB,GURDASPUR
506101,IN,HARYANA,FARIDABAD
480001,IN,UTTAR PRADESH,KANPUR
629157,IN,CHHATTISGARH,NEW RAIPUR
144003,IN,UTTAR PRADESH,ALLAHABAD
560063,IN,MADHYA PRADESH,BHOPAL
273014,IN,KERALA,Malappuram
801108,IN,TAMIL NADU,NAGERCOIL
249202,IN,UTTAR PRADESH,BHOGNIPUR
177040,IN,TELANGANA,HYDERABAD
751014,IN,WEST BENGAL,west bengal
844122,IN,MAHARASHTRA,KALYAN
764073,IN,TAMIL NADU,"Avanyapuram , Madurai"
574105,IN,TAMIL NADU,CHENKALPATTU
509210,IN,HARYANA,FARIDABAD
574108,IN,UTTAR PRADESH,VARANASI
416416,IN,GOA,NORTH GOA
768216,IN,UTTAR PRADESH,MAHARAJGANJ
208009,IN,BIHAR,DARBHANGA
522019,IN,TAMIL NADU,SETHIATHOPPU
391250,IN,TAMIL NADU,MANNARGUDI
262001,IN,TAMIL NADU,TNPL PUGALUR
600050,IN,RAJASTHAN,KOTA
576213,IN,HARYANA,CHARKHI DADRI
787110,IN,TELANGANA,HYDERABAD
251203,IN,ODISHA,KHORDHA
756001,IN,PUNJAB,RAJPURA
834005,IN,TAMIL NADU,TIRUCHIRAPPALLI
767017,IN,ANDAMAN & NICOBAR ,Portbair
680664,IN,Gujarat,Ahmedabad
441912,IN,ANDAMAN & NICOBAR ,PORT BLAIR
503002,IN,MAHARASHTRA,PIMPRI CHINCHWAD
175008,IN,KARNATAKA,BAGALKOT
248007,IN,TAMIL NADU,ATTUR
232333,IN,TAMIL NADU,SIVAGANGA
682006,IN,KARNATAKA,SINDGI
625603,IN,MAHARASHTRA,NAVI MUMBAI
390008,IN,GOA,margao
743127,IN,KERALA,THRISSUR
388325,IN,RAJASTHAN,SARWAR
126102,IN,BIHAR,JAMALPUR
576107,IN,MAHARASHTRA,PIMPRI CHINCHWAD
563135,IN,ASSAM,Tinsukia
768003,IN,HARYANA,FARIDABAD
403504,IN,TAMIL NADU,CHENNAI
632519,IN,SIKKIM,GANGTOK
641020,IN,WEST BENGAL,DAKSHIN ODLABARI
688505,IN,KARNATAKA,UDUPI
845451,IN,MAHARASHTRA,NAVI MUMBAI
812001,IN,MAHARASHTRA,MUMBAI
788805,IN,PUNJAB,MOHALI
641023,IN,CHHATTISGARH,BHILAI
741302,IN,TAMIL NADU,SALEM
441111,IN,TELANGANA,KARIMNAGAR
431107,IN,Gujarat,VADODARA
680561,IN,UTTAR PRADESH,GREATER NOIDA
403101,IN,BIHAR,PATNA
243006,IN,TAMIL NADU,SIVAKASI
691566,IN,UTTAR PRADESH,SULTANPUR
638111,IN,MAHARASHTRA,BADLAPUR
518360,IN,Gujarat,VALSAD
484555,IN,MAHARASHTRA,NAGPUR
625006,IN,BIHAR,MADHUBANI
700092,IN,ANDHRA PRADESH,DHARMAVARAM
670502,IN,Gujarat,VADODARA
110038,IN,MAHARASHTRA,BHANDARA
530026,IN,HIMACHAL PRADESH,KANGRA
523155,IN,Odisha,Rairangpur
676122,IN,GOA,SANQUELIM
689501,IN,GOA,NORTH GOA
221403,IN,WEST BENGAL,MEJIA THERMAL POWER TOWNSHIP
847232,IN,ANDAMAN & NICOBAR ,Portbair
500042,IN,ASSAM,GUWAHATI
625601,IN,ANDHRA PRADESH,VISAKHAPATNAM
453331,IN,TELANGANA,KARIMNAGAR
854202,IN,ASSAM,SALAKATI
796014,IN,ANDHRA PRADESH,Visakhapatnam
440037,IN,TAMIL NADU,Chennai
627120,IN,MAHARASHTRA,PUNE
606601,IN,Gujarat,VADODARA
284128,IN,Gujarat,VADODARA
577004,IN,PUNJAB,MOHALI
305004,IN,KARNATAKA,KOLAR
742137,IN,ODISHA,ROURKELA
248198,IN,KARNATAKA,BANGARAPET
572201,IN,ANDHRA PRADESH,NARASANNAPETA
571434,IN,CHHATTISGARH,RAIPUR
458880,IN,UTTAR PRADESH,LALGANJ Azamgarh
785005,IN,ANDHRA PRADESH,RAYACHOTI
845455,IN,WEST BENGAL,SAMUKTOLA
638459,IN,MAHARASHTRA,PIRANGUT
680602,IN,MAHARASHTRA,VASAI VIRAR
641663,IN,KERALA,KOCHI
604001,IN,CHHATTISGARH,KANSABEL
691003,IN,HIMACHAL PRADESH,Badsar
721305,IN,MAHARASHTRA,VASAI ( w)
700026,IN,RAJASTHAN,BHILWARA
209732,IN,MEGHALAYA,SHILLONG
680308,IN,UTTAR PRADESH,HAMIRPUR
695018,IN,TAMIL NADU,CHENNAI
582103,IN,KERALA,KANNUR
505325,IN,TELANGANA,BHONGIR
226001,IN,KERALA,PALAKKAD
148028,IN,HIMACHAL PRADESH,NURPUR
484224,IN,MAHARASHTRA,AKOLA
621215,IN,rajsthan,Bheem
144026,IN,ODISHA,BERHAMPUR
402403,IN,KERALA,"ALUVA, ERNAKULAM DIST"
505172,IN,MAHARASHTRA,AMBARNATH
636007,IN,ODISHA,CUTTACK
180007,IN,MAHARASHTRA,NAVI MUMBAI
562101,IN,ODISHA,BHADRAK
700002,IN,WEST BENGAL,SONAMUKHI
700010,IN,MAHARASHTRA,PUNE
603110,IN,CHHATTISGARH,AMBIKAPUR
700020,IN,Gujarat,Ahmedabad
400019,IN,MAHARASHTRA,NAGPUR
491995,IN,PUNJAB,Sujanpur
333026,IN,TAMIL NADU,SIVAGANGA
403801,IN,KERALA,THIRUVANANTHAPURAM
713325,IN,RAJASTHAN,ATRU
462041,IN,TAMIL NADU,CHENNAI
160103,IN,RAJASTHAN,MOUNT ABU
686016,IN,Gujarat,AHMEDABAD
670103,IN,RAJASTHAN,NASIRABAD
412301,IN,KERALA,KULATHUMMAL
382450,IN,KARNATAKA,SINDHNUR
520011,IN,ODISHA,CUTTACK
364710,IN,ANDHRA PRADESH,VEDURUPAKA
641111,IN,KERALA,Alappuzha
581318,IN,KARNATAKA,"HOSANAGARA(tq), SHIMOGA(DIST)"
721306,IN,UTTAR PRADESH,SHAMLI
835215,IN,TELANGANA,Secunderabad
829111,IN,TELANGANA,SECUNDERABAD
571114,IN,ANDHRA PRADESH,Irala
520015,IN,KERALA,Changanacherry
110036,IN,WEST BENGAL,BENUDIA
680684,IN,TAMIL NADU,ERODE
532222,IN,PUNJAB,LUDHIANA
444603,IN,UTTAR PRADESH,OBRA
614102,IN,ANDHRA PRADESH,PEDAPUDI
785630,IN,ANDHRA PRADESH,Bhimavaram
621305,IN,KARNATAKA,BENGALURU
695043,IN,ANDHRA PRADESH,CHALLAPALLE
190009,IN,KARNATAKA,KUSHALANAGARA
190011,IN,RAJASTHAN,KHAIRTHAL
508114,IN,Gujarat,NADIAD
769005,IN,TAMIL NADU,DINDIGUL
415409,IN,PUNJAB,LEATHER COMPLEX INDUSTRIAL AREA
638476,IN,ASSAM,SIBSAGAR
614205,IN,TELANGANA,MAHBUBNAGAR
695316,IN,MAHARASHTRA,VIRAR
643002,IN,KARNATAKA,SIRUGUPPA
232103,IN,ODISHA,ROURKELA
411032,IN,TAMIL NADU,"Maniyankuzhi, Kanyakumari"
682026,IN,DELHI,NEW DELHI
533001,IN,PUNJAB,FIROZPUR
180006,IN,MAHARASHTRA,MUMBAI
832303,IN,Gujarat,VADODARA
389170,IN,HIMACHAL PRADESH,Hamirpur
571130,IN,WEST BENGAL,KOLKATA
393120,IN,KARNATAKA,BANGALORE
431003,IN,KARNATAKA,BANGALORE
276122,IN,Gujarat,BHARUCH
243202,IN,ANDHRA PRADESH,CHODAVARAM
431122,IN,JHARKHAND,RANCHI
700131,IN,ANDHRA PRADESH,Visakhapatnam
521241,IN,BIHAR,BIHTA PATNA DISTRICT
785001,IN,HARYANA,MANESAR
271001,IN,MAHARASHTRA,NAVI MUMBAI
574265,IN,BIHAR,BIHTA BEGUSARAI DISTRICT
192101,IN,MAHARASHTRA,Mumbai
431123,IN,KERALA,CHANGANASSERY
785662,IN,ARUNACHAL PRADESH,SAGALEE
523357,IN,BIHAR,Mokameh
688537,IN,JHARKHAND,Jamshedpur
