SKU,Style,Category,Size,Color,Inventory
J0152-DR-L,J0152,Western Dress,L,Blue,2
PJNE3373-KR-N-4XL,PJNE3373,kurta,4XL,,0
MEN5001-KR-L,MEN5001,kurta,L,Blue,42
J0339-DR-L,J0339,Western Dress,L,Green,5
JNE3636-KR-L,JNE3636,kurta,L,Maroon,51
JNE3458-KR-M,JNE3458,kurta,M,Brown,24
JNE1408-GREY-KR-UDF19-M,JNE1408,kurta,M,Grey,32
J0049-TP-XL,J0049,Top,XL,Beige,4
MEN5024-KR-XL,MEN5024,kurta,XL,Blue,25
JNE3546-KR-M,JNE3546,kurta,M,Blue,29
J0094-KR-XS,J0094,kurta,XS,Blue,11
SET248-KR-NP-XS,SET248,Set,XS,Teal,7
JNE3888-KR-S,JNE3888,kurta,S,Multicolor,48
J0124-TP-L,J0124,Top,L,Cream,50
NW014-ST-SR-XS,NW014,Set,XS,Blue,25
SET319-KR-NP-S,SET319,Set,S,Pink,10
JNE3336-KR-XS,JNE3336,kurta,XS,Sky Blue,9
J0388-TP-L,J0388,Top,L,Red,32
JNE3252-KR-XXXL,JNE3252,kurta,3XL,Pink,10
JNE3567-KR-XL,JNE3567,kurta,XL,Blue,336
SET356-KR-NP-S,SET356,Set,S,Sea Green,17
J0239-SKD-XL,J0239,Set,XL,OFF WHITE,5
JNE3294-KR-L,JNE3294,kurta,L,Yellow,5
JNE3725-KR-XXL,JNE3725,kurta,XXL,Brown,9
JNE3924-TU-L,JNE3924,Top,L,MINT,32
JNE3713-TP-N-XXL,JNE3713,Top,XXL,,0
JNE3675-TU-S,JNE3675,Top,S,Pink,30
JNE3660-TP-N-XXL,JNE3660,Top,XXL,,0
JNE3887-KR-XXXL,JNE3887,kurta,3XL,White,29
JNE3621-KR-A-XXXL,JNE3621,kurta,3XL,,0
J0340-TP-L,J0340,Top,L,Green,86
J0397-DR-XXL,J0397,Western Dress,XXL,Red,16
SET329-KR-NP-XXL,SET329,Set,XXL,Peach,97
J0225-SKD-S,J0225,Set,S,Blue,49
J0225-SKD-XXL,J0225,Set,XXL,Blue,36
MEN5004-KR-XL,MEN5004,kurta,XL,Blue,11
J0332-DR-XXL,J0332,Western Dress,XXL,Pink,4
SET014-KR-PP-L,SET014,Set,L,Navy Blue,2
JNE3458-KR-XXXL,JNE3458,kurta,3XL,Brown,9
SET293-KR-NP-M,SET293,Set,M,Blue,6
JNE3634-KR-XXXL,JNE3634,kurta,3XL,Teal,3
J0402-DR-XXL,J0402,Western Dress,XXL,Teal,23
JNE3909-KR-L,JNE3909,kurta,L,Dark Blue,66
SET310-KR-NP-XL,SET310,Set,XL,Green,3
J0379-SKD-XL,J0379,Set,XL,Green,12
J0340-TP-XXXL,J0340,Top,3XL,Green,18
JNE3431-KR-M,JNE3431,kurta,M,Maroon,40
JNE3721-KR-M,JNE3721,kurta,M,Magenta,6
JNE3869-DR-S,JNE3869,Western Dress,S,Pink,4
J0341-DR-M,J0341,Western Dress,M,Blue,198
JNE3789-KR-M,JNE3789,kurta,M,Teal,73
J0354-KR-M,J0354,kurta,M,Pink,77
J0243-DR-M,J0243,Ethnic Dress,M,OFF WHITE,5
J0340-TP-XS,J0340,Top,XS,Green,49
SET268-KR-NP-XS,SET268,Set,XS,OFF WHITE,403
JNE3437-KR-S,JNE3437,kurta,S,Mustard,88
JNE3515-KR-XL,JNE3515,kurta,XL,CORAL ,63
J0339-DR-XS,J0339,Western Dress,XS,Green,46
SET415-KR-NP-M,SET415,Set,M,Green,42
J0370-SKD-XXXL,J0370,Set,3XL,Maroon,35
J0034-SET-XXL,J0034,Set,XXL,LEMON,4
JNE3797-KR-A-S,JNE3797,Western Dress,S,,0
SET340-KR-NP-S,SET340,Set,S,Maroon,7
SET409-KR-NP-XXL,SET409,Set,XXL,Wine,74
JNE3680-TU-XXL,JNE3680,Top,XXL,Grey,78
JNE3256-KR-XL,JNE3256,kurta,XL,Blue,87
JNE3619-KR-L,JNE3619,kurta,L,Black,10
JNE3291-KR-XL,JNE3291,kurta,XL,Light Green,81
SET144-KR-NP-L,SET144,Set,L,Pink,51
SET359-KR-NP-M,SET359,Set,M,Navy Blue,12
SET346-KR-PP-XL,SET346,Set,XL,Beige,35
NW014-ST-SR-XL,NW014,Set,XL,Blue,22
JNE3800-KR-A-S,JNE3800,Western Dress,S,,0
SET444-KR-SH-XXXL,SET444,Set,3XL,Peach,17
SET380-KR-NP-XS,SET380,Set,XS,Grey,11
SET356-KR-NP-XS,SET356,Set,XS,Sea Green,14
SET239-KR-NP-S,SET239,Set,S,OFF WHITE,7
NW005-ST-PJ-XXL,NW005,Set,XXL,White,9
JNE2086-KR-389-XXXL,JNE2086,kurta,3XL,Multicolor,96
J0341-DR-XXL,J0341,Western Dress,XXL,Blue,166
J0349-SET-XL,J0349,Set,XL,Cream,64
J0297-TP-S,J0297,Top,S,White,71
SET356-KR-NP-XL,SET356,Set,XL,Sea Green,4
SET357-KR-NP-XXXL,SET357,Set,3XL,Pink,16
JNE3567-KR-XXXL,JNE3567,kurta,3XL,Blue,235
SET327-KR-DPT-XXL,SET327,Set,XXL,Black,52
JNE3366-KR-1053-XXL,JNE3366,kurta,XXL,Peach,73
J0369-SKD-M,J0369,Set,M,Grey,5
J0370-SKD-XXL,J0370,Set,XXL,Maroon,55
JNE3704-KR-M,JNE3704,kurta,M,Brown,19
JNE2305-KR-533-M,JNE2305,kurta,M,Light Brown,186
JNE3654-TP-M,JNE3654,Top,M,Blue,4
JNE1977-KR-237-XL,JNE1977,kurta,XL,Peach,11
JNE3864-TU-L,JNE3864,Top,L,Blue,6
JNE3756-KR-XXL,JNE3756,kurta,XXL,Olive Green,43
J0150-KR-S,J0150,kurta,S,Black,7
JNE3405-KR-M,JNE3405,kurta,M,Pink,432
SET394-KR-NP-XS,SET394,Set,XS,Maroon,4
J0005-DR-XS,J0005,Western Dress,XS,Light Green,45
SET363-KR-NP-XXXL,SET363,Set,3XL,Pink,4
JNE3613-KR-XL,JNE3613,kurta,XL,Teal,593
JNE3906-KR-XL,JNE3906,kurta,XL,Navy Blue,71
SET403-KR-NP-XL,SET403,Set,XL,Green,35
SET444-KR-SH-XL,SET444,Set,XL,Peach,44
SET461-KR-NP-XL,SET461,Set,XL,Peach,74
J0339-DR-XL,J0339,Western Dress,XL,Green,17
SET337-KR-NP-S,SET337,Set,S,Maroon,4
SET351-KR-NP-S,SET351,Set,S,Black,34
JNE3803-KR-S,JNE3803,kurta,S,Pink,20
NW035-ST-CP-XS,NW035,Set,XS,Grey,9
J0119-TP-XXXL,J0119,Top,3XL,Mustard,186
JNE3765-KR-XXXL,JNE3765,kurta,3XL,Mustard,74
PJNE3368-KR-6XL,PJNE3368,kurta,6XL,Light Green,34
PJNE3363-KR-N-6XL,PJNE3363,kurta,6XL,,0
PJNE3399-KR-N-6XL,PJNE3399,kurta,6XL,,0
PJNE3607-KR-6XL,PJNE3607,kurta,6XL,Maroon,21
JNE3449-KR-S,JNE3449,kurta,S,Black,7
SET328-KR-NP-L,SET328,Set,L,Black,16
JNE3522-KR-XS,JNE3522,kurta,XS,Peach,17
SET310-KR-NP-XXXL,SET310,Set,3XL,Green,15
SET374-KR-NP-XXL,SET374,Set,XXL,Mustard,40
NW016-ST-SR-S,NW016,Set,S,White,4
NW003-TP-PJ-M,NW003,Set,M,Maroon,15
JNE3648-TP-N-S,JNE3648,Top,S,,0
JNE3861-DR-XXXL,JNE3861,Western Dress,3XL,Red,4
SET291-KR-PP-M,SET291,Set,M,Teal,13
J0233-SKD-S,J0233,Set,S,Maroon,111
SET304-KR-DPT-XL,SET304,Set,XL,Grey,59
SET369-KR-NP-XXXL,SET369,Set,3XL,Light Pink,4
JNE3510-KR-XXXL,JNE3510,kurta,3XL,Grey,58
SET330-KR-PP-XS,SET330,Set,XS,Green,29
J0090-TP-XXXL,J0090,Top,3XL,Red,15
J0379-SKD-XS,J0379,Set,XS,Green,19
NW013-ST-SR-M,NW013,Set,M,Turquoise,12
JNE3487-KR-XL,JNE3487,kurta,XL,Peach,7
SET333-KR-DPT-XXL,SET333,Set,XXL,Teal,7
MEN5024-KR-L,MEN5024,kurta,L,Blue,11
SET408-KR-NP-S,SET408,Set,S,Magenta,52
MEN5022-KR-L,MEN5022,kurta,L,Green,4
SET291-KR-PP-XXL,SET291,Set,XXL,Teal,4
J0341-DR-XXXL,J0341,Western Dress,3XL,Blue,329
J0006-SET-M,J0006,Ethnic Dress,M,Mustard,86
J0012-SKD-S,J0012,Set,S,Green,136
J0008-SKD-S,J0008,Set,S,Mustard,171
J0013-SKD-S,J0013,Set,S,Light Green,8
SET290-KR-DPT-XS,SET290,Set,XS,NAVY,38
NW001-TP-PJ-S,NW001,Set,S,Light Pink,26
JNE3757-KR-XL,JNE3757,kurta,XL,Light Green,18
SET048-KR-NP-S,SET048,Set,S,Dark Green,7
J0382-SKD-XS,J0382,Set,XS,Grey,28
SET184-KR-PP-S,SET184,Set,S,Teal,10
JNE3797-KR-A-M,JNE3797,Western Dress,M,,0
J0333-DR-XXXL,J0333,Western Dress,3XL,Blue,36
JNE3721-KR-XXL,JNE3721,kurta,XXL,Magenta,7
JNE3837-KR-XL,JNE3837,kurta,XL,Black,19
JNE3779-KR-XL,JNE3779,kurta,XL,Teal,18
SET405-KR-NP-XXXL,SET405,Set,3XL,Red,53
SET248-KR-NP-XXL,SET248,Set,XXL,Teal,4
SET293-KR-NP-XXL,SET293,Set,XXL,Blue,7
JNE3799-KR-XS,JNE3799,kurta,XS,Wine,17
SET392-KR-NP-XL,SET392,Set,XL,Peach,4
JNE3900-KR-A-L,JNE3900,kurta,L,,0
NW016-ST-SR-XL,NW016,Set,XL,White,7
NW028-TP-PJ-XL,NW028,Set,XL,Grey,5
SET374-KR-NP-M,SET374,Set,M,Mustard,41
JNE3765-KR-L,JNE3765,kurta,L,Mustard,141
J0431-DR-L,J0431,Western Dress,L,Blue,49
JNE3365-KR-1052-A-XXL,JNE3365,kurta,XXL,,0
JNE3870-DR-S,JNE3870,Western Dress,S,Orange,3
J0109-SKD-XXL,J0109,Set,XXL,Black,6
SET272-KR-PP-XXL,SET272,Set,XXL,Mustard,5
SET396-KR-PP-XXL,SET396,Set,XXL,White,26
JNE3806-KR-XXL,JNE3806,kurta,XXL,Blue,11
SET435-KR-NP-M,SET435,Set,M,Yellow,20
SET400-KR-NP-M,SET400,Set,M,Blue,48
J0306-DR-S,J0306,Western Dress,S,Red,15
JNE3403-KR-S,JNE3403,kurta,S,Maroon,8
PJNE3445-KR-N-6XL,PJNE3445,kurta,6XL,,0
PJNE3423-KR-N-6XL,PJNE3423,kurta,6XL,,0
NW030-TP-PJ-XS,NW030,Set,XS,Light Pink,18
SET392-KR-NP-S,SET392,Set,S,Peach,5
SET343-KR-NP-S,SET343,Set,S,OFF WHITE,45
JNE3818-KR-L,JNE3818,kurta,L,Orange,4
JNE3463-KR-M,JNE3463,kurta,M,Light Green,153
J0344-TP-M,J0344,Top,M,Navy Blue,154
JNE3468-KR-S,JNE3468,kurta,S,Teal,100
SET281-KR-PP-XXL,SET281,Set,XXL,Green,4
JNE3861-DR-XXL,JNE3861,Western Dress,XXL,Red,10
J0434-DR-XXXL,J0434,Western Dress,3XL,White,43
MEN5003-KR-XL,MEN5003,kurta,XL,Black,17
JNE3288-KR-XXXL,JNE3288,kurta,3XL,Pink,35
JNE3697-KR-XL,JNE3697,kurta,XL,Mauve,69
JNE3348-KR-XS,JNE3348,kurta,XS,Pink,25
JNE3288-KR-XS,JNE3288,kurta,XS,Pink,8
JNE3800-KR-XL,JNE3800,Western Dress,XL,Mustard,62
JNE2086-KR-389-L,JNE2086,kurta,L,Multicolor,155
J0346-SET-L,J0346,Set,L,Cream,6
J0127-SKD-L,J0127,Set,L,Multicolor,6
JNE3887-KR-XL,JNE3887,kurta,XL,White,30
J0151-KR-XS,J0151,kurta,XS,Green,4
JNE3371-KR-M,JNE3371,kurta,M,Light Green,7
NW029-ST-SR-XXXL,NW029,Set,3XL,Grey,8
J0413-DR-XXL,J0413,Western Dress,XXL,MINT GREEN,7
JNE3879-DR-XXL,JNE3879,Western Dress,XXL,Turquoise,12
JNE3334-KR-XL,JNE3334,kurta,XL,Black,6
JNE3799-KR-XXL,JNE3799,kurta,XXL,Wine,7
JNE3465-KR-XXL,JNE3465,kurta,XXL,Turquoise Blue,98
SET325-KR-NP-XS,SET325,Set,XS,Black,19
BL006-54BLACK,BL006,Blouse,Free,Black,112
SET331-KR-NP-XL,SET331,Set,XL,Green,198
J0297-TP-XXL,J0297,Top,XXL,White,40
JNE3785-KR-XL,JNE3785,kurta,XL,CORAL ,5
JNE3466-KR-L,JNE3466,kurta,L,Grey,4
SET347-KR-NP-M,SET347,Set,M,Cream,4
JNE3689-TU-M,JNE3689,Top,M,Navy Blue,3
SET340-KR-NP-XXL,SET340,Set,XXL,Maroon,6
J0301-TP-XL,J0301,Top,XL,Red,150
JNE3461-KR-XL,JNE3461,kurta,XL,Teal,2
MEN5023-KR-XL,MEN5023,kurta,XL,Blue,11
J0233-SKD-XXL,J0233,Set,XXL,Maroon,75
JNE3459-KR-M,JNE3459,kurta,M,Navy Blue,33
NW004-TP-PJ-XXL,NW004,Set,XXL,Navy Blue,41
J0349-SET-XS,J0349,Set,XS,Cream,77
J0179-KR-XL,J0179,kurta,XL,Multicolor,6
JNE3803-KR-M,JNE3803,kurta,M,Pink,16
SET310-KR-NP-XS,SET310,Set,XS,Green,34
J0213-TP-M,J0213,Top,M,Mustard,3
J0348-SET-L,J0348,Set,L,Mustard,7
SET392-KR-NP-L,SET392,Set,L,Peach,3
J0402-DR-XL,J0402,Western Dress,XL,Teal,35
SET408-KR-NP-XL,SET408,Set,XL,Magenta,16
J0117-TP-S,J0117,Top,S,White,49
JNE3798-KR-XXL,JNE3798,Western Dress,XXL,Teal,8
JNE3660-TP-N-M,JNE3660,Top,M,,0
SET196-KR-NP-L,SET196,Set,L,Red,51
SET395-KR-NP-M,SET395,Set,M,Sea Green,46
JNE3722-KR-S,JNE3722,kurta,S,Navy Blue,4
JNE3522-KR-S,JNE3522,kurta,S,Peach,83
J0243-DR-S,J0243,Ethnic Dress,S,OFF WHITE,3
J0354-KR-S,J0354,kurta,S,Pink,37
JNE3640-TP-N-L,JNE3640,Top,L,,0
JNE3460-KR-XL,JNE3460,kurta,XL,Maroon,32
JNE3659-TP-N-XS,JNE3659,Top,XS,,0
SET392-KR-NP-XS,SET392,Set,XS,Peach,4
J0041-SET-XS,J0041,Set,XS,Light Green,3
JNE3537-KR-XS,JNE3537,kurta,XS,Multicolor,6
JNE3836-KR-XXXL,JNE3836,kurta,3XL,Sea Green,34
PJNE3373-KR-N-6XL,PJNE3373,kurta,6XL,,0
JNE3619-KR-M,JNE3619,kurta,M,Black,9
JNE3571-KR-XXL,JNE3571,kurta,XXL,Sea Green,19
SET156-KR-NP-XXXL,SET156,Set,3XL,Yellow,14
MEN5028-KR-M,MEN5028,kurta,M,Brown,7
MEN5015-KR-M,MEN5015,kurta,M,Pink,26
MEN5007-KR-M,MEN5007,kurta,M,Blue,31
JNE3697-KR-S,JNE3697,kurta,S,Mauve,18
J0234-SKD-XXXL,J0234,Set,3XL,Mustard,7
JNE3656-TP-N-XL,JNE3656,Top,XL,,0
SET402-KR-NP-XL,SET402,Set,XL,Sea Green,8
J0280-SKD-XS,J0280,Set,XS,Peach,144
SET347-KR-NP-XXL,SET347,Set,XXL,Cream,4
JNE2132-KR-398-XXL,JNE2132,kurta,XXL,Pink,9
JNE3468-KR-XS,JNE3468,kurta,XS,Teal,20
JNE3487-KR-XXXL,JNE3487,kurta,3XL,Peach,4
JNE3620-KR-XXL,JNE3620,kurta,XXL,Magenta,2
J0003-SET-XXL,J0003,Set,XXL,Mustard,3
MEN5014-KR-S,MEN5014,kurta,S,Orange,28
JNE3807-KR-M,JNE3807,kurta,M,Beige,62
SET220-KR-PP-XXL,SET220,Set,XXL,White,7
JNE3651-TP-N-L,JNE3651,Top,L,,0
SET322-KR-SHA-XS,SET322,Set,XS,Maroon,5
JNE3885-KR-M,JNE3885,kurta,M,Cream,61
JNE3674-TU-M,JNE3674,Top,M,Black,130
MEN5024-KR-XXXL,MEN5024,kurta,3XL,Blue,8
SET273-KR-NP-S,SET273,Set,S,Brown,871
JNE3800-KR-A-XXL,JNE3800,Western Dress,XXL,,0
J0281-SKD-M,J0281,Set,M,Light Brown,164
SET062-KR-SP-XXL,SET062,Set,XXL,Black,54
J0237-SKD-XXL,J0237,Set,XXL,Orange,4
J0210-DR-XXL,J0210,Ethnic Dress,XXL,Navy Blue,7
JNE3611-KR-XXL,JNE3611,kurta,XXL,Black,98
PJNE3568-KR-N-5XL,PJNE3568,kurta,5XL,,0
JNE3348-KR-XL,JNE3348,kurta,XL,Pink,44
SET156-KR-NP-L,SET156,Set,L,Yellow,10
JNE3712-TP-N-L,JNE3712,Top,L,,0
J0077-SKD-S,J0077,Set,S,Blue,7
SET375-KR-NP-S,SET375,Set,S,Maroon,8
SET317-KR-PP-XL,SET317,Set,XL,Olive Green,18
JNE2291-KR-602-XXL,JNE2291,kurta,XXL,Mustard,19
J0008-SKD-XL,J0008,Set,XL,Mustard,318
SET335-KR-NP-XL,SET335,Set,XL,Black,59
PJNE2014-KR-N-6XL,PJNE2014,kurta,6XL,,0
JNE3710-DR-M,JNE3710,Western Dress,M,Blue,4
JNE3887-KR-M,JNE3887,kurta,M,White,16
SET179-KR-PP-XS,SET179,Set,XS,White,6
JNE3672-TU-XL,JNE3672,Top,XL,Red,0
J0006-SET-XL,J0006,Ethnic Dress,XL,Mustard,23
JNE3487-KR-XS,JNE3487,kurta,XS,Peach,6
SET350-KR-NP-L,SET350,Set,L,Yellow,7
JNE3769-KR-XL,JNE3769,kurta,XL,Blue,9
SET374-KR-NP-L,SET374,Set,L,Mustard,53
BL035-161GOLD,BL035,Blouse,Free,Gold,448
JNE3648-TP-N-XS,JNE3648,Top,XS,,0
JNE2009-KR-310-L,JNE2009,kurta,L,Brown,4
SET319-KR-NP-XS,SET319,Set,XS,Pink,6
JNE3568-KR-S,JNE3568,kurta,S,Yellow,155
J0336-TP-XXL,J0336,Top,XXL,Blue,63
PSET264-KR-NP-6XL,PSET264,Set,6XL,Gold,24
JNE3368-KR-M,JNE3368,kurta,M,Light Green,63
JNE3440-KR-N-XXXL,JNE3440,kurta,3XL,,0
JNE3546-KR-S,JNE3546,kurta,S,Blue,7
JNE3798-KR-XXXL,JNE3798,Western Dress,3XL,Teal,9
SET400-KR-NP-XXXL,SET400,Set,3XL,Blue,26
JNE3875-KR-XXXL,JNE3875,kurta,3XL,Green,59
JNE3903-KR-XXXL,JNE3903,kurta,3XL,Brown,30
J0025-DR-XXL,J0025,Western Dress,XXL,Sea Green,3
SET286-KR-NP-XXXL,SET286,Set,3XL,Maroon,9
JNE3856-KR-L,JNE3856,kurta,L,Pink,27
JNE3721-KR-L,JNE3721,kurta,L,Magenta,4
SAR066,SAR066,Saree,Free,Teal,0
SET357-KR-NP-XL,SET357,Set,XL,Pink,3
NW036-ST-SR-M,NW036,Set,M,White,21
JNE3468-KR-XXL,JNE3468,kurta,XXL,Teal,139
JNE3618-KR-XS,JNE3618,kurta,XS,Teal,8
J0373-KR-XXL,J0373,kurta,XXL,Orange,21
J0162-SKD-XXL,J0162,Set,XXL,Mustard,33
NW030-TP-PJ-S,NW030,Set,S,Light Pink,4
JNE2014-KR-178-M,JNE2014,kurta,M,Multicolor,27
JNE3294-KR-XXL,JNE3294,kurta,XXL,Yellow,5
JNE3798-KR-S,JNE3798,Western Dress,S,Teal,5
JNE3904-DR-XXXL,JNE3904,Western Dress,3XL,Light Pink,11
JNE3261-KR-S,JNE3261,kurta,S,Peach,15
JNE3634-KR-XL,JNE3634,kurta,XL,Teal,9
JNE3567-KR-L,JNE3567,kurta,L,Blue,377
BL104-L,BL104,Blouse,L,Black,32
SET228-KR-PP-A-XXL,SET228,Set,XXL,,0
JNE3068-KR-A-XXL,JNE3068,kurta,XXL,,0
PJNE2199-KR-N-6XL,PJNE2199,kurta,6XL,,0
JNE3800-KR-M,JNE3800,Western Dress,M,Mustard,3
JNE3895-TP-L,JNE3895,Top,L,Beige,60
JNE3810-KR-XXXL,JNE3810,kurta,3XL,Black,21
J0127-SKD-XL,J0127,Set,XL,Multicolor,8
J0005-DR-L,J0005,Western Dress,L,Light Green,20
JNE2305-KR-533-L,JNE2305,kurta,L,Light Brown,284
SET334-KR-NP-M,SET334,Set,M,Grey,46
JNE1525-KR-UDF19BLACK-XXL,JNE1525,kurta,XXL,Black,448
JNE3784-KR-XXXL,JNE3784,kurta,3XL,Green,137
JNE3449-KR-XL,JNE3449,kurta,XL,Black,5
JNE3068-KR-A-M,JNE3068,kurta,M,,0
JNE3366-KR-1053-S,JNE3366,kurta,S,Peach,181
J0297-TP-M,J0297,Top,M,White,60
JNE3797-KR-A-XXL,JNE3797,Western Dress,XXL,,0
J0328-KR-XS,J0328,kurta,XS,White,1
J0003-SET-M,J0003,Set,M,Mustard,7
J0119-TP-XXL,J0119,Top,XXL,Mustard,95
SET350-KR-NP-XXL,SET350,Set,XXL,Yellow,56
J0386-KR-S,J0386,kurta,S,Rust,3
JNE3712-TP-N-S,JNE3712,Top,S,,0
JNE3601-KR-L,JNE3601,kurta,L,Light Green,70
JNE09210-PINK-SR-JP8101RNV,JNE09210,Saree,Free,Pink,22
SET334-KR-NP-S,SET334,Set,S,Grey,18
JNE3620-KR-L,JNE3620,kurta,L,Magenta,14
SET345-KR-NP-XXXL,SET345,Set,3XL,Pink,17
JNE3702-KR-L,JNE3702,kurta,L,Light Green,29
SET343-KR-NP-M,SET343,Set,M,OFF WHITE,7
SET098-KR-PP-XXL,SET098,Set,XXL,Navy Blue,16
JNE3577-KR-M,JNE3577,kurta,M,Pink,17
SET346-KR-PP-M,SET346,Set,M,Beige,50
JNE3800-KR-L,JNE3800,Western Dress,L,Mustard,37
JNE3458-KR-S,JNE3458,kurta,S,Brown,35
J0277-SKD-L,J0277,Set,L,Gold,6
J0375-SKD-XL,J0375,Set,XL,Cream,22
JNE3887-KR-XXL,JNE3887,kurta,XXL,White,48
JNE3749-KR-XS,JNE3749,kurta,XS,Blue,24
JNE3659-TP-N-S,JNE3659,Top,S,,0
JNE2171-KR-437-XL,JNE2171,kurta,XL,White,4
SET326-KR-PP-XXXL,SET326,Set,3XL,Beige,29
PJNE3368-KR-4XL,PJNE3368,kurta,4XL,Light Green,12
JNE3261-KR-M,JNE3261,kurta,M,Peach,41
JNE3475-KR-K-L,JNE3475,kurta,L,,0
JNE3437-KR-XS,JNE3437,kurta,XS,Mustard,47
PJNE3399-KR-N-4XL,PJNE3399,kurta,4XL,,0
J0413-DR-S,J0413,Western Dress,S,MINT GREEN,5
JNE3793-KR-L,JNE3793,kurta,L,Maroon,31
JNE3634-KR-XXL,JNE3634,kurta,XXL,Teal,103
SET400-KR-NP-XXL,SET400,Set,XXL,Blue,53
JNE3697-KR-L,JNE3697,kurta,L,Mauve,40
J0434-DR-XXL,J0434,Western Dress,XXL,White,57
JNE3458-KR-XL,JNE3458,kurta,XL,Brown,5
SET335-KR-NP-XXL,SET335,Set,XXL,Black,65
JNE3898-KR-L,JNE3898,kurta,L,Sea Green,17
JNE3346-KR-XL,JNE3346,kurta,XL,,0
SET402-KR-NP-L,SET402,Set,L,Sea Green,6
JNE3405-KR-XS,JNE3405,kurta,XS,Pink,1230
SET287-KR-NP-XXXL,SET287,Set,3XL,Teal,80
J0413-DR-XS,J0413,Western Dress,XS,MINT GREEN,4
JNE3516-KR-E-M,JNE3516,kurta,M,,0
SET330-KR-PP-S,SET330,Set,S,Green,3
JNE3698-KR-S,JNE3698,kurta,S,White,38
SET335-KR-NP-M,SET335,Set,M,Black,12
JNE3799-KR-M,JNE3799,kurta,M,Wine,28
JNE2049-KR-351-XS,JNE2049,kurta,XS,Black,20
JNE3856-KR-XXXL,JNE3856,kurta,3XL,Pink,16
JNE3801-KR-L,JNE3801,kurta,L,Pink,3
J0229-SKD-XXXL,J0229,Set,3XL,Maroon,53
J0278-SET-XXXL,J0278,Set,3XL,Peach,9
JNE3567-KR-XXL,JNE3567,kurta,XXL,Blue,295
JNE3741-KR-XXXL,JNE3741,kurta,3XL,TEAL GREEN ,8
JNE3416-KR-M,JNE3416,kurta,M,Brown,38
JNE3613-KR-M,JNE3613,kurta,M,Teal,485
J0388-TP-M,J0388,Top,M,Red,28
J0389-TP-M,J0389,Top,M,Teal,24
SET185-KR-NP-L,SET185,Set,L,Mustard,39
JNE3463-KR-S,JNE3463,kurta,S,Light Green,107
JNE3633-KR-XXXL,JNE3633,kurta,3XL,Green,13
JNE3880-DR-XL,JNE3880,Western Dress,XL,Peach,32
JNE3890-TP-S,JNE3890,Top,S,Cream,77
J0374-KR-L,J0374,kurta,L,Green,3
NW036-ST-SR-S,NW036,Set,S,White,11
SET217-KR-PP-XL,SET217,Set,XL,Sea Green,6
NW002-TP-PJ-XXXL,NW002,Set,3XL,Turquoise Blue,53
J0204-TP-S,J0204,Top,S,Mustard,3
J0217-BL-L,J0217,Blouse,L,Purple,16
J0219-BL-L,J0219,Blouse,L,Pink,64
J0338-DR-XL,J0338,Western Dress,XL,Mustard,116
J0244-SKD-XXXL,J0244,Set,3XL,OFF WHITE,6
JNE3383-KR-A-XXXL,JNE3383,kurta,3XL,,0
JNE3659-TP-N-XL,JNE3659,Top,XL,,0
JNE3399-KR-XXL,JNE3399,kurta,XXL,Turquoise Blue,131
SET333-KR-DPT-XS,SET333,Set,XS,Teal,7
MEN5014-KR-M,MEN5014,kurta,M,Orange,34
JNE3798-KR-A-XS,JNE3798,Western Dress,XS,,0
SET187-KR-DH-XXL,SET187,Set,XXL,Peach,63
JNE3639-TP-N-M,JNE3639,Top,M,,0
J0012-SKD-XXL,J0012,Set,XXL,Green,22
JNE3771-KR-XL,JNE3771,kurta,XL,Maroon,51
J0331-KR-L,J0331,kurta,L,Purple,57
SET341-KR-NP-XXL,SET341,Set,XXL,Multicolor,7
SET401-KR-NP-XXL,SET401,Set,XXL,Black,8
JNE3802-KR-XL,JNE3802,kurta,XL,Orange,6
JNE3620-KR-M,JNE3620,kurta,M,Magenta,23
SET286-KR-NP-XXL,SET286,Set,XXL,Maroon,5
JNE3611-KR-L,JNE3611,kurta,L,Black,267
SET432-KR-PP-M,SET432,Set,M,Wine,83
JNE3749-KR-L,JNE3749,kurta,L,Blue,6
JNE3783-KR-XL,JNE3783,kurta,XL,Brown,0
SET265-KR-NP-XS,SET265,Set,XS,Pink,18
JNE2032-KR-205-XXXL,JNE2032,kurta,3XL,Teal,4
SET413-KR-NP-XL,SET413,Set,XL,Navy Blue,11
JNE3252-KR-XXL,JNE3252,kurta,XXL,Pink,5
SET338-KR-NP-XS,SET338,Set,XS,Maroon,28
JNE3718-KR-XXXL,JNE3718,kurta,3XL,Navy Blue,154
SET327-KR-DPT-S,SET327,Set,S,Black,49
JNE3904-DR-XL,JNE3904,Western Dress,XL,Light Pink,5
BTM005-B-L,BTM005,Bottom,L,,0
SET409-KR-NP-XL,SET409,Set,XL,Wine,73
MEN5026-KR-L,MEN5026,kurta,L,Blue,5
JNE3648-TP-N-L,JNE3648,Top,L,,0
JNE3781-KR-M,JNE3781,kurta,M,Green,52
J0150-KR-XS,J0150,kurta,XS,Black,17
SET351-KR-NP-M,SET351,Set,M,Black,30
SET435-KR-NP-XXXL,SET435,Set,3XL,Yellow,37
JNE3892-TP-L,JNE3892,Top,L,Light Pink,40
JNE3476-KR-XXXL,JNE3476,kurta,3XL,Peach,26
J0090-TP-XS,J0090,Top,XS,Red,8
JNE1525-KR-UDF19-A-XS,JNE1525,kurta,XS,,0
