SKU,Style,Color,Category,Size
J0379-SKD-XL,J0379,Black,Set,XL
J0340-TP-XXXL,J0340,Green,Top,3XL
JNE3431-KR-M,JNE3431,White,kurta,M
JNE3721-KR-M,JNE3721,Black,kurta,M
JNE3869-DR-S,JNE3869,Yellow,Western Dress,S
J0341-DR-M,J0341,Red,Western Dress,M
JNE3789-KR-M,JNE3789,Green,kurta,M
J0354-KR-M,J0354,Brown,kurta,M
J0243-DR-M,J0243,Purple,Ethnic Dress,M
J0340-TP-XS,J0340,Green,Top,XS
SET268-KR-NP-XS,SET268,Black,Set,XS
JNE3437-KR-S,JNE3437,Green,kurta,S
JNE3515-KR-XL,JNE3515,Green,kurta,XL
J0339-DR-XS,J0339,Orange,Western Dress,XS
SET415-KR-NP-M,SET415,Green,Set,M
J0370-SKD-XXXL,J0370,Yellow,Set,3XL
J0034-SET-XXL,J0034,Red,Set,XXL
JNE3797-KR-A-S,JNE3797,Brown,Western Dress,S
SET340-KR-NP-S,SET340,Black,Set,S
SET409-KR-NP-XXL,SET409,Green,Set,XXL
JNE3680-TU-XXL,JNE3680,Black,Top,XXL
JNE3256-KR-XL,JNE3256,Green,kurta,XL
JNE3619-KR-L,JNE3619,Green,kurta,L
JNE3291-KR-XL,JNE3291,Black,kurta,XL
SET144-KR-NP-L,SET144,Brown,Set,L
SET359-KR-NP-M,SET359,Brown,Set,M
SET346-KR-PP-XL,SET346,Green,Set,XL
NW014-ST-SR-XL,NW014,Yellow,Set,XL
JNE3800-KR-A-S,JNE3800,White,Western Dress,S
SET444-KR-SH-XXXL,SET444,Yellow,Set,3XL
SET380-KR-NP-XS,SET380,Blue,Set,XS
SET356-KR-NP-XS,SET356,Yellow,Set,XS
SET239-KR-NP-S,SET239,Brown,Set,S
NW005-ST-PJ-XXL,NW005,Red,Set,XXL
JNE2086-KR-389-XXXL,JNE2086,White,kurta,3XL
J0341-DR-XXL,J0341,Brown,Western Dress,XXL
J0349-SET-XL,J0349,Red,Set,XL
J0297-TP-S,J0297,Green,Top,S
SET356-KR-NP-XL,SET356,Green,Set,XL
SET357-KR-NP-XXXL,SET357,Brown,Set,3XL
JNE3567-KR-XXXL,JNE3567,Black,kurta,3XL
SET327-KR-DPT-XXL,SET327,Orange,Set,XXL
JNE3366-KR-1053-XXL,JNE3366,Green,kurta,XXL
J0369-SKD-M,J0369,White,Set,M
J0370-SKD-XXL,J0370,Green,Set,XXL
JNE3704-KR-M,JNE3704,Brown,kurta,M
JNE2305-KR-533-M,JNE2305,Blue,kurta,M
JNE3654-TP-M,JNE3654,Green,Top,M
JNE1977-KR-237-XL,JNE1977,White,kurta,XL
JNE3864-TU-L,JNE3864,Yellow,Top,L
JNE3756-KR-XXL,JNE3756,Black,kurta,XXL
J0150-KR-S,J0150,Purple,kurta,S
JNE3405-KR-M,JNE3405,Orange,kurta,M
SET394-KR-NP-XS,SET394,Red,Set,XS
J0005-DR-XS,J0005,Purple,Western Dress,XS
SET363-KR-NP-XXXL,SET363,Blue,Set,3XL
JNE3613-KR-XL,JNE3613,Green,kurta,XL
JNE3906-KR-XL,JNE3906,Black,kurta,XL
SET403-KR-NP-XL,SET403,Green,Set,XL
SET444-KR-SH-XL,SET444,Purple,Set,XL
SET461-KR-NP-XL,SET461,Orange,Set,XL
J0339-DR-XL,J0339,Green,Western Dress,XL
SET337-KR-NP-S,SET337,Green,Set,S
SET351-KR-NP-S,SET351,Red,Set,S
JNE3803-KR-S,JNE3803,Green,kurta,S
NW035-ST-CP-XS,NW035,Yellow,Set,XS
J0119-TP-XXXL,J0119,Black,Top,3XL
JNE3765-KR-XXXL,JNE3765,Brown,kurta,3XL
PJNE3368-KR-6XL,PJNE3368,Red,kurta,6XL
PJNE3363-KR-N-6XL,PJNE3363,Purple,kurta,6XL
PJNE3399-KR-N-6XL,PJNE3399,Brown,kurta,6XL
PJNE3607-KR-6XL,PJNE3607,Yellow,kurta,6XL
JNE3449-KR-S,JNE3449,Brown,kurta,S
SET328-KR-NP-L,SET328,Brown,Set,L
JNE3522-KR-XS,JNE3522,Yellow,kurta,XS
SET310-KR-NP-XXXL,SET310,Green,Set,3XL
SET374-KR-NP-XXL,SET374,Brown,Set,XXL
NW016-ST-SR-S,NW016,Blue,Set,S
NW003-TP-PJ-M,NW003,Yellow,Set,M
JNE3648-TP-N-S,JNE3648,Green,Top,S
JNE3861-DR-XXXL,JNE3861,Orange,Western Dress,3XL
SET291-KR-PP-M,SET291,White,Set,M
J0233-SKD-S,J0233,White,Set,S
SET304-KR-DPT-XL,SET304,Green,Set,XL
SET369-KR-NP-XXXL,SET369,White,Set,3XL
JNE3510-KR-XXXL,JNE3510,Green,kurta,3XL
SET330-KR-PP-XS,SET330,Yellow,Set,XS
J0090-TP-XXXL,J0090,Red,Top,3XL
J0379-SKD-XS,J0379,Orange,Set,XS
NW013-ST-SR-M,NW013,Black,Set,M
JNE3487-KR-XL,JNE3487,Blue,kurta,XL
SET333-KR-DPT-XXL,SET333,Black,Set,XXL
MEN5024-KR-L,MEN5024,Black,kurta,L
SET408-KR-NP-S,SET408,Green,Set,S
MEN5022-KR-L,MEN5022,White,kurta,L
SET291-KR-PP-XXL,SET291,Black,Set,XXL
J0341-DR-XXXL,J0341,Brown,Western Dress,3XL
J0006-SET-M,J0006,Red,Ethnic Dress,M
J0012-SKD-S,J0012,Yellow,Set,S
J0008-SKD-S,J0008,Green,Set,S
J0013-SKD-S,J0013,Red,Set,S
SET290-KR-DPT-XS,SET290,Brown,Set,XS
NW001-TP-PJ-S,NW001,Yellow,Set,S
JNE3757-KR-XL,JNE3757,Brown,kurta,XL
SET048-KR-NP-S,SET048,Orange,Set,S
J0382-SKD-XS,J0382,Orange,Set,XS
SET184-KR-PP-S,SET184,Red,Set,S
JNE3797-KR-A-M,JNE3797,Purple,Western Dress,M
J0333-DR-XXXL,J0333,Green,Western Dress,3XL
JNE3721-KR-XXL,JNE3721,Red,kurta,XXL
JNE3837-KR-XL,JNE3837,Black,kurta,XL
JNE3779-KR-XL,JNE3779,Red,kurta,XL
SET405-KR-NP-XXXL,SET405,Black,Set,3XL
SET248-KR-NP-XXL,SET248,Brown,Set,XXL
SET293-KR-NP-XXL,SET293,Green,Set,XXL
JNE3799-KR-XS,JNE3799,Blue,kurta,XS
SET392-KR-NP-XL,SET392,Green,Set,XL
JNE3900-KR-A-L,JNE3900,Green,kurta,L
NW016-ST-SR-XL,NW016,Brown,Set,XL
NW028-TP-PJ-XL,NW028,Blue,Set,XL
SET374-KR-NP-M,SET374,Yellow,Set,M
JNE3765-KR-L,JNE3765,Yellow,kurta,L
J0431-DR-L,J0431,Green,Western Dress,L
JNE3365-KR-1052-A-XXL,JNE3365,Black,kurta,XXL
JNE3870-DR-S,JNE3870,Green,Western Dress,S
J0109-SKD-XXL,J0109,Yellow,Set,XXL
SET272-KR-PP-XXL,SET272,Blue,Set,XXL
SET396-KR-PP-XXL,SET396,Green,Set,XXL
JNE3806-KR-XXL,JNE3806,Green,kurta,XXL
SET435-KR-NP-M,SET435,Black,Set,M
SET400-KR-NP-M,SET400,Black,Set,M
J0306-DR-S,J0306,White,Western Dress,S
JNE3403-KR-S,JNE3403,Black,kurta,S
PJNE3445-KR-N-6XL,PJNE3445,White,kurta,6XL
PJNE3423-KR-N-6XL,PJNE3423,Purple,kurta,6XL
NW030-TP-PJ-XS,NW030,Brown,Set,XS
SET392-KR-NP-S,SET392,Green,Set,S
SET343-KR-NP-S,SET343,Red,Set,S
JNE3818-KR-L,JNE3818,Green,kurta,L
JNE3463-KR-M,JNE3463,Red,kurta,M
J0344-TP-M,J0344,Orange,Top,M
JNE3468-KR-S,JNE3468,Yellow,kurta,S
SET281-KR-PP-XXL,SET281,White,Set,XXL
JNE3861-DR-XXL,JNE3861,Purple,Western Dress,XXL
J0434-DR-XXXL,J0434,Yellow,Western Dress,3XL
MEN5003-KR-XL,MEN5003,Orange,kurta,XL
JNE3288-KR-XXXL,JNE3288,White,kurta,3XL
JNE3697-KR-XL,JNE3697,Brown,kurta,XL
JNE3348-KR-XS,JNE3348,Brown,kurta,XS
JNE3288-KR-XS,JNE3288,Black,kurta,XS
JNE3800-KR-XL,JNE3800,Brown,Western Dress,XL
JNE2086-KR-389-L,JNE2086,Black,kurta,L
J0346-SET-L,J0346,Green,Set,L
J0127-SKD-L,J0127,Black,Set,L
JNE3887-KR-XL,JNE3887,Yellow,kurta,XL
J0151-KR-XS,J0151,Red,kurta,XS
JNE3371-KR-M,JNE3371,Black,kurta,M
NW029-ST-SR-XXXL,NW029,Red,Set,3XL
J0413-DR-XXL,J0413,Blue,Western Dress,XXL
JNE3879-DR-XXL,JNE3879,Blue,Western Dress,XXL
JNE3334-KR-XL,JNE3334,Blue,kurta,XL
JNE3799-KR-XXL,JNE3799,Green,kurta,XXL
JNE3465-KR-XXL,JNE3465,Brown,kurta,XXL
SET325-KR-NP-XS,SET325,Orange,Set,XS
BL006-54BLACK,BL006,Brown,Blouse,Free
SET331-KR-NP-XL,SET331,Green,Set,XL
J0297-TP-XXL,J0297,Brown,Top,XXL
JNE3785-KR-XL,JNE3785,Purple,kurta,XL
JNE3466-KR-L,JNE3466,Green,kurta,L
SET347-KR-NP-M,SET347,Purple,Set,M
JNE3689-TU-M,JNE3689,Purple,Top,M
SET340-KR-NP-XXL,SET340,Red,Set,XXL
J0301-TP-XL,J0301,White,Top,XL
JNE3461-KR-XL,JNE3461,Green,kurta,XL
MEN5023-KR-XL,MEN5023,Brown,kurta,XL
J0233-SKD-XXL,J0233,Brown,Set,XXL
JNE3459-KR-M,JNE3459,Green,kurta,M
NW004-TP-PJ-XXL,NW004,Purple,Set,XXL
J0349-SET-XS,J0349,Red,Set,XS
J0179-KR-XL,J0179,Green,kurta,XL
JNE3803-KR-M,JNE3803,Green,kurta,M
SET310-KR-NP-XS,SET310,Black,Set,XS
J0213-TP-M,J0213,Blue,Top,M
J0348-SET-L,J0348,White,Set,L
SET392-KR-NP-L,SET392,Black,Set,L
J0402-DR-XL,J0402,Brown,Western Dress,XL
SET408-KR-NP-XL,SET408,White,Set,XL
J0117-TP-S,J0117,Green,Top,S
JNE3798-KR-XXL,JNE3798,Blue,Western Dress,XXL
JNE3660-TP-N-M,JNE3660,Purple,Top,M
SET196-KR-NP-L,SET196,Yellow,Set,L
SET395-KR-NP-M,SET395,Blue,Set,M
JNE3722-KR-S,JNE3722,Blue,kurta,S
JNE3522-KR-S,JNE3522,Yellow,kurta,S
J0243-DR-S,J0243,Black,Ethnic Dress,S
J0354-KR-S,J0354,Brown,kurta,S
JNE3640-TP-N-L,JNE3640,Black,Top,L
JNE3460-KR-XL,JNE3460,Brown,kurta,XL
JNE3659-TP-N-XS,JNE3659,Red,Top,XS
SET392-KR-NP-XS,SET392,Green,Set,XS
J0041-SET-XS,J0041,White,Set,XS
JNE3537-KR-XS,JNE3537,Blue,kurta,XS
JNE3836-KR-XXXL,JNE3836,Yellow,kurta,3XL
PJNE3373-KR-N-6XL,PJNE3373,Brown,kurta,6XL
JNE3619-KR-M,JNE3619,Brown,kurta,M
JNE3571-KR-XXL,JNE3571,Green,kurta,XXL
SET156-KR-NP-XXXL,SET156,Yellow,Set,3XL
MEN5028-KR-M,MEN5028,Red,kurta,M
MEN5015-KR-M,MEN5015,Green,kurta,M
MEN5007-KR-M,MEN5007,Brown,kurta,M
JNE3697-KR-S,JNE3697,Orange,kurta,S
J0234-SKD-XXXL,J0234,Yellow,Set,3XL
JNE3656-TP-N-XL,JNE3656,Purple,Top,XL
SET402-KR-NP-XL,SET402,Purple,Set,XL
J0280-SKD-XS,J0280,Green,Set,XS
SET347-KR-NP-XXL,SET347,Green,Set,XXL
JNE2132-KR-398-XXL,JNE2132,Yellow,kurta,XXL
JNE3468-KR-XS,JNE3468,Orange,kurta,XS
JNE3487-KR-XXXL,JNE3487,Purple,kurta,3XL
JNE3620-KR-XXL,JNE3620,Green,kurta,XXL
J0003-SET-XXL,J0003,Purple,Set,XXL
MEN5014-KR-S,MEN5014,Purple,kurta,S
JNE3807-KR-M,JNE3807,Black,kurta,M
SET220-KR-PP-XXL,SET220,Red,Set,XXL
JNE3651-TP-N-L,JNE3651,Green,Top,L
SET322-KR-SHA-XS,SET322,White,Set,XS
JNE3885-KR-M,JNE3885,Red,kurta,M
JNE3674-TU-M,JNE3674,Brown,Top,M
MEN5024-KR-XXXL,MEN5024,Blue,kurta,3XL
SET273-KR-NP-S,SET273,Purple,Set,S
JNE3800-KR-A-XXL,JNE3800,Blue,Western Dress,XXL
J0281-SKD-M,J0281,Black,Set,M
SET062-KR-SP-XXL,SET062,Purple,Set,XXL
J0237-SKD-XXL,J0237,Red,Set,XXL
J0210-DR-XXL,J0210,Red,Ethnic Dress,XXL
JNE3611-KR-XXL,JNE3611,Green,kurta,XXL
PJNE3568-KR-N-5XL,PJNE3568,Orange,kurta,5XL
JNE3348-KR-XL,JNE3348,Green,kurta,XL
SET156-KR-NP-L,SET156,Green,Set,L
JNE3712-TP-N-L,JNE3712,Green,Top,L
J0077-SKD-S,J0077,Blue,Set,S
SET375-KR-NP-S,SET375,Red,Set,S
SET317-KR-PP-XL,SET317,Green,Set,XL
JNE2291-KR-602-XXL,JNE2291,Black,kurta,XXL
J0008-SKD-XL,J0008,Brown,Set,XL
SET335-KR-NP-XL,SET335,White,Set,XL
PJNE2014-KR-N-6XL,PJNE2014,Red,kurta,6XL
JNE3710-DR-M,JNE3710,White,Western Dress,M
JNE3887-KR-M,JNE3887,Blue,kurta,M
SET179-KR-PP-XS,SET179,Green,Set,XS
JNE3672-TU-XL,JNE3672,Brown,Top,XL
J0006-SET-XL,J0006,Yellow,Ethnic Dress,XL
JNE3487-KR-XS,JNE3487,Brown,kurta,XS
SET350-KR-NP-L,SET350,Blue,Set,L
JNE3769-KR-XL,JNE3769,Yellow,kurta,XL
SET374-KR-NP-L,SET374,White,Set,L
BL035-161GOLD,BL035,Orange,Blouse,Free
JNE3648-TP-N-XS,JNE3648,Green,Top,XS
JNE2009-KR-310-L,JNE2009,Purple,kurta,L
SET319-KR-NP-XS,SET319,Black,Set,XS
JNE3568-KR-S,JNE3568,White,kurta,S
J0336-TP-XXL,J0336,Purple,Top,XXL
PSET264-KR-NP-6XL,PSET264,Green,Set,6XL
JNE3368-KR-M,JNE3368,Black,kurta,M
JNE3440-KR-N-XXXL,JNE3440,Green,kurta,3XL
JNE3546-KR-S,JNE3546,White,kurta,S
JNE3798-KR-XXXL,JNE3798,Green,Western Dress,3XL
SET400-KR-NP-XXXL,SET400,Red,Set,3XL
JNE3875-KR-XXXL,JNE3875,Orange,kurta,3XL
JNE3903-KR-XXXL,JNE3903,Black,kurta,3XL
J0025-DR-XXL,J0025,Brown,Western Dress,XXL
SET286-KR-NP-XXXL,SET286,Black,Set,3XL
JNE3856-KR-L,JNE3856,Blue,kurta,L
JNE3721-KR-L,JNE3721,Green,kurta,L
SAR066,SAR066,Black,Saree,Free
SET357-KR-NP-XL,SET357,Black,Set,XL
NW036-ST-SR-M,NW036,Black,Set,M
JNE3468-KR-XXL,JNE3468,Green,kurta,XXL
JNE3618-KR-XS,JNE3618,Brown,kurta,XS
J0373-KR-XXL,J0373,Purple,kurta,XXL
J0162-SKD-XXL,J0162,Brown,Set,XXL
NW030-TP-PJ-S,NW030,Green,Set,S
JNE2014-KR-178-M,JNE2014,Yellow,kurta,M
JNE3294-KR-XXL,JNE3294,Yellow,kurta,XXL
JNE3798-KR-S,JNE3798,Red,Western Dress,S
JNE3904-DR-XXXL,JNE3904,White,Western Dress,3XL
JNE3261-KR-S,JNE3261,Orange,kurta,S
JNE3634-KR-XL,JNE3634,White,kurta,XL
JNE3567-KR-L,JNE3567,Purple,kurta,L
BL104-L,BL104,Red,Blouse,L
SET228-KR-PP-A-XXL,SET228,Yellow,Set,XXL
JNE3068-KR-A-XXL,JNE3068,Orange,kurta,XXL
PJNE2199-KR-N-6XL,PJNE2199,Green,kurta,6XL
JNE3800-KR-M,JNE3800,Red,Western Dress,M
JNE3895-TP-L,JNE3895,Orange,Top,L
JNE3810-KR-XXXL,JNE3810,Brown,kurta,3XL
J0127-SKD-XL,J0127,Purple,Set,XL
J0005-DR-L,J0005,White,Western Dress,L
JNE2305-KR-533-L,JNE2305,Red,kurta,L
SET334-KR-NP-M,SET334,Blue,Set,M
JNE1525-KR-UDF19BLACK-XXL,JNE1525,Orange,kurta,XXL
JNE3784-KR-XXXL,JNE3784,Brown,kurta,3XL
JNE3449-KR-XL,JNE3449,Blue,kurta,XL
JNE3068-KR-A-M,JNE3068,White,kurta,M
JNE3366-KR-1053-S,JNE3366,Brown,kurta,S
J0297-TP-M,J0297,Blue,Top,M
JNE3797-KR-A-XXL,JNE3797,Red,Western Dress,XXL
J0328-KR-XS,J0328,Green,kurta,XS
J0003-SET-M,J0003,Yellow,Set,M
J0119-TP-XXL,J0119,Blue,Top,XXL
SET350-KR-NP-XXL,SET350,Orange,Set,XXL
J0386-KR-S,J0386,Purple,kurta,S
JNE3712-TP-N-S,JNE3712,Purple,Top,S
JNE3601-KR-L,JNE3601,White,kurta,L
JNE09210-PINK-SR-JP8101RNV,JNE09210,Blue,Saree,Free
SET334-KR-NP-S,SET334,Blue,Set,S
JNE3620-KR-L,JNE3620,Purple,kurta,L
SET345-KR-NP-XXXL,SET345,Blue,Set,3XL
JNE3702-KR-L,JNE3702,Purple,kurta,L
SET343-KR-NP-M,SET343,Purple,Set,M
SET098-KR-PP-XXL,SET098,Black,Set,XXL
JNE3577-KR-M,JNE3577,Red,kurta,M
SET346-KR-PP-M,SET346,Orange,Set,M
JNE3800-KR-L,JNE3800,Brown,Western Dress,L
JNE3458-KR-S,JNE3458,Brown,kurta,S
J0277-SKD-L,J0277,Blue,Set,L
J0375-SKD-XL,J0375,Blue,Set,XL
JNE3887-KR-XXL,JNE3887,Yellow,kurta,XXL
JNE3749-KR-XS,JNE3749,Green,kurta,XS
JNE3659-TP-N-S,JNE3659,Purple,Top,S
JNE2171-KR-437-XL,JNE2171,Green,kurta,XL
SET326-KR-PP-XXXL,SET326,White,Set,3XL
PJNE3368-KR-4XL,PJNE3368,Orange,kurta,4XL
JNE3261-KR-M,JNE3261,Orange,kurta,M
JNE3475-KR-K-L,JNE3475,Orange,kurta,L
JNE3437-KR-XS,JNE3437,Orange,kurta,XS
PJNE3399-KR-N-4XL,PJNE3399,Yellow,kurta,4XL
J0413-DR-S,J0413,Black,Western Dress,S
JNE3793-KR-L,JNE3793,Green,kurta,L
JNE3634-KR-XXL,JNE3634,White,kurta,XXL
SET400-KR-NP-XXL,SET400,Green,Set,XXL
JNE3697-KR-L,JNE3697,Yellow,kurta,L
J0434-DR-XXL,J0434,Green,Western Dress,XXL
JNE3458-KR-XL,JNE3458,Yellow,kurta,XL
SET335-KR-NP-XXL,SET335,Green,Set,XXL
JNE3898-KR-L,JNE3898,Brown,kurta,L
JNE3346-KR-XL,JNE3346,Yellow,kurta,XL
SET402-KR-NP-L,SET402,Purple,Set,L
JNE3405-KR-XS,JNE3405,Red,kurta,XS
SET287-KR-NP-XXXL,SET287,Green,Set,3XL
J0413-DR-XS,J0413,Yellow,Western Dress,XS
JNE3516-KR-E-M,JNE3516,Green,kurta,M
SET330-KR-PP-S,SET330,Red,Set,S
JNE3698-KR-S,JNE3698,Brown,kurta,S
SET335-KR-NP-M,SET335,White,Set,M
JNE3799-KR-M,JNE3799,Blue,kurta,M
JNE2049-KR-351-XS,JNE2049,Purple,kurta,XS
JNE3856-KR-XXXL,JNE3856,Green,kurta,3XL
JNE3801-KR-L,JNE3801,Black,kurta,L
J0229-SKD-XXXL,J0229,White,Set,3XL
J0278-SET-XXXL,J0278,Black,Set,3XL
JNE3567-KR-XXL,JNE3567,Blue,kurta,XXL
JNE3741-KR-XXXL,JNE3741,White,kurta,3XL
JNE3416-KR-M,JNE3416,Red,kurta,M
JNE3613-KR-M,JNE3613,White,kurta,M
J0388-TP-M,J0388,Red,Top,M
J0389-TP-M,J0389,Black,Top,M
SET185-KR-NP-L,SET185,Brown,Set,L
JNE3463-KR-S,JNE3463,Yellow,kurta,S
JNE3633-KR-XXXL,JNE3633,Green,kurta,3XL
JNE3880-DR-XL,JNE3880,Brown,Western Dress,XL
JNE3890-TP-S,JNE3890,Green,Top,S
J0374-KR-L,J0374,Black,kurta,L
NW036-ST-SR-S,NW036,Orange,Set,S
SET217-KR-PP-XL,SET217,Purple,Set,XL
NW002-TP-PJ-XXXL,NW002,Red,Set,3XL
J0204-TP-S,J0204,Green,Top,S
J0217-BL-L,J0217,Blue,Blouse,L
J0219-BL-L,J0219,Green,Blouse,L
J0338-DR-XL,J0338,Red,Western Dress,XL
J0244-SKD-XXXL,J0244,Green,Set,3XL
JNE3383-KR-A-XXXL,JNE3383,Green,kurta,3XL
JNE3659-TP-N-XL,JNE3659,Purple,Top,XL
JNE3399-KR-XXL,JNE3399,Orange,kurta,XXL
SET333-KR-DPT-XS,SET333,Red,Set,XS
MEN5014-KR-M,MEN5014,Orange,kurta,M
JNE3798-KR-A-XS,JNE3798,Green,Western Dress,XS
SET187-KR-DH-XXL,SET187,Brown,Set,XXL
JNE3639-TP-N-M,JNE3639,Brown,Top,M
J0012-SKD-XXL,J0012,White,Set,XXL
JNE3771-KR-XL,JNE3771,Blue,kurta,XL
J0331-KR-L,J0331,Black,kurta,L
SET341-KR-NP-XXL,SET341,Green,Set,XXL
SET401-KR-NP-XXL,SET401,White,Set,XXL
JNE3802-KR-XL,JNE3802,White,kurta,XL
JNE3620-KR-M,JNE3620,Green,kurta,M
SET286-KR-NP-XXL,SET286,Orange,Set,XXL
JNE3611-KR-L,JNE3611,Red,kurta,L
SET432-KR-PP-M,SET432,Green,Set,M
JNE3749-KR-L,JNE3749,Black,kurta,L
JNE3783-KR-XL,JNE3783,Green,kurta,XL
SET265-KR-NP-XS,SET265,Brown,Set,XS
JNE2032-KR-205-XXXL,JNE2032,Blue,kurta,3XL
SET413-KR-NP-XL,SET413,Purple,Set,XL
JNE3252-KR-XXL,JNE3252,Black,kurta,XXL
SET338-KR-NP-XS,SET338,White,Set,XS
JNE3718-KR-XXXL,JNE3718,Purple,kurta,3XL
SET327-KR-DPT-S,SET327,Purple,Set,S
JNE3904-DR-XL,JNE3904,Green,Western Dress,XL
BTM005-B-L,BTM005,Green,Bottom,L
SET409-KR-NP-XL,SET409,Red,Set,XL
MEN5026-KR-L,MEN5026,Purple,kurta,L
JNE3648-TP-N-L,JNE3648,Black,Top,L
JNE3781-KR-M,JNE3781,Red,kurta,M
J0150-KR-XS,J0150,Red,kurta,XS
SET351-KR-NP-M,SET351,Yellow,Set,M
SET435-KR-NP-XXXL,SET435,Yellow,Set,3XL
JNE3892-TP-L,JNE3892,Orange,Top,L
JNE3476-KR-XXXL,JNE3476,Black,kurta,3XL
J0090-TP-XS,J0090,Blue,Top,XS
JNE1525-KR-UDF19-A-XS,JNE1525,Black,kurta,XS
JNE3900-KR-A-XXL,JNE3900,Purple,kurta,XXL
SET395-KR-NP-XXL,SET395,Brown,Set,XXL
JNE3748-KR-XL,JNE3748,Orange,kurta,XL
JNE3634-KR-S,JNE3634,Green,kurta,S
BTM026-NP-XXXL,BTM026,Green,Bottom,3XL
J0164-DR-S,J0164,Black,Ethnic Dress,S
JNE3440-KR-N-XL,JNE3440,Blue,kurta,XL
JNE3744-TU-XS,JNE3744,Purple,Top,XS
SET403-KR-NP-M,SET403,White,Set,M
J0244-SKD-XS,J0244,Orange,Set,XS
JNE3744-TU-XXXL,JNE3744,Red,Top,3XL
J0008-SKD-XS,J0008,White,Set,XS
SET325-KR-NP-S,SET325,Green,Set,S
JNE3579-KR-S,JNE3579,Purple,kurta,S
SET323-KR-NP-XS,SET323,Black,Set,XS
J0157-DR-S,J0157,Green,Western Dress,S
J0391-TP-M,J0391,Blue,Top,M
JNE3764-KR-M,JNE3764,Black,kurta,M
SET363-KR-NP-XXL,SET363,Blue,Set,XXL
JNE3818-KR-M,JNE3818,Purple,kurta,M
J0413-DR-XL,J0413,Yellow,Western Dress,XL
J0011-LCD-M,J0011,Green,Set,M
JNE3578-KR-M,JNE3578,Green,kurta,M
JNE3413-KR-M,JNE3413,Blue,kurta,M
JNE3712-TP-N-M,JNE3712,Yellow,Top,M
AN206-GREEN-S,AN206,Green,Bottom,S
SET277-KR-NP-S,SET277,White,Set,S
SET246-KR-PP-L,SET246,Yellow,Set,L
SET184-KR-PP-L,SET184,Black,Set,L
JNE3579-KR-M,JNE3579,White,kurta,M
JNE3701-KR-M,JNE3701,Green,kurta,M
JNE3674-TU-S,JNE3674,Purple,Top,S
J0007-SKD-XXXL,J0007,Brown,Set,3XL
JNE3890-TP-XXL,JNE3890,Brown,Top,XXL
J0385-KR-XXL,J0385,Green,kurta,XXL
JNE3476-KR-XXL,JNE3476,Orange,kurta,XXL
JNE3739-KR-XL,JNE3739,Purple,kurta,XL
JNE3638-KR-XS,JNE3638,Orange,kurta,XS
JNE3603-KR-XXL,JNE3603,Green,kurta,XXL
SET335-KR-NP-S,SET335,Brown,Set,S
JNE3702-KR-S,JNE3702,Purple,kurta,S
JNE2291-KR-602-XXXL,JNE2291,Orange,kurta,3XL
SET184-KR-PP-M,SET184,Brown,Set,M
J0379-SKD-XXXL,J0379,Blue,Set,3XL
JNE3738-KR-L,JNE3738,Red,kurta,L
J0372-SKD-L,J0372,Orange,Set,L
J0378-SKD-L,J0378,Brown,Set,L
SET229-KR-PP-L,SET229,Yellow,Set,L
J0379-SKD-M,J0379,Green,Set,M
JNE3784-KR-XL,JNE3784,Orange,kurta,XL
J0353-KR-L,J0353,Purple,kurta,L
JNE3806-KR-XXXL,JNE3806,Green,kurta,3XL
SET317-KR-PP-XXXL,SET317,Brown,Set,3XL
JNE3609-KR-M,JNE3609,Orange,kurta,M
SET307-KR-DPT-XS,SET307,Black,Set,XS
JNE3703-KR-M,JNE3703,Black,kurta,M
JNE3396-KR-XXL,JNE3396,White,kurta,XXL
JNE3675-TU-XL,JNE3675,Purple,Top,XL
SET342-KR-NP-N-XL,SET342,Black,Set,XL
SET390-KR-NP-XL,SET390,Orange,Set,XL
JNE3761-KR-XXXL,JNE3761,Orange,kurta,3XL
JNE3837-KR-XS,JNE3837,Purple,kurta,XS
JNE3465-KR-XL,JNE3465,Brown,kurta,XL
SET278-KR-NP-XXL,SET278,Brown,Set,XXL
J0353-KR-XXL,J0353,Green,kurta,XXL
SET293-KR-NP-S,SET293,Green,Set,S
JNE3465-KR-L,JNE3465,White,kurta,L
J0041-SET-M,J0041,Green,Set,M
J0244-SKD-XXL,J0244,White,Set,XXL
J0175-KR-S,J0175,Yellow,kurta,S
SET302-KR-PP-M,SET302,Black,Set,M
CH213-BROWN-L,CH213,Black,Bottom,L
J0008-SKD-XXL,J0008,White,Set,XXL
BTM005-XXL,BTM005,White,Bottom,XXL
JNE3291-KR-M,JNE3291,Blue,kurta,M
JNE3758-KR-XXL,JNE3758,Black,kurta,XXL
JNE3468-KR-M,JNE3468,Brown,kurta,M
J0147-SET-XL,J0147,Brown,Set,XL
SET415-KR-NP-L,SET415,Yellow,Set,L
SET279-LC-XS,SET279,Black,Set,XS
NW003-TP-PJ-L,NW003,Red,Set,L
J0006-SET-XS,J0006,White,Ethnic Dress,XS
JNE3613-KR-XXL,JNE3613,Blue,kurta,XXL
JNE3611-KR-XXXL,JNE3611,White,kurta,3XL
JNE3437-KR-XXXL,JNE3437,Green,kurta,3XL
JNE3703-KR-XL,JNE3703,Black,kurta,XL
SET300-KR-NP-S,SET300,Orange,Set,S
J0431-DR-M,J0431,Red,Western Dress,M
JNE2294-KR-A-XL,JNE2294,Red,kurta,XL
J0119-TP-XL,J0119,Orange,Top,XL
